customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,SeniorCitizenLabel,TenureBand,ChurnFlag,RevenueAtRisk,RiskTier,ExpectedTotal,ChargeDifference
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,Senior,New Customer,1,75.45,High Risk,150.9,7.5
7580-UGXNC,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,Yes,Senior,New Customer,1,54.85,High Risk,109.7,-5.5
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.9,1389.35,No,Non-Senior,Loyal,0,0.0,Low Risk,1412.8999999999999,-23.549999999999955
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,19.4,No,Non-Senior,New Customer,0,0.0,High Risk,19.4,0.0
2696-RZVZW,Male,0,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.05,1629.2,No,Non-Senior,Loyal,0,0.0,Low Risk,1703.4,-74.20000000000005
5766-FTRTS,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No,Non-Senior,Loyal,0,0.0,Low Risk,6080.400000000001,-47.30000000000018
0396-HUJBP,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.3,44.4,No,Non-Senior,New Customer,0,0.0,High Risk,38.6,5.799999999999997
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,Senior,New Customer,1,95.1,High Risk,95.1,0.0
8879-ZKJOF,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,No,Non-Senior,Established,0,0.0,Low Risk,3273.85,46.90000000000009
6285-FTQBF,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.55,1867.7,No,Non-Senior,Loyal,0,0.0,Low Risk,1839.6000000000001,28.09999999999991
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,Yes,Non-Senior,New Customer,1,75.5,High Risk,453.0,-15.0
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,Non-Senior,New Customer,1,73.75,High Risk,295.0,30.44999999999999
7526-BEZQB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,Non-Senior,New Customer,1,96.05,Medium Risk,1152.6,-4.5
1474-JUWSM,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,No,Non-Senior,Loyal,0,0.0,Low Risk,3967.2000000000003,5.049999999999727
3530-CRZSB,Female,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.65,155.9,No,Non-Senior,New Customer,0,0.0,High Risk,144.54999999999998,11.350000000000023
8498-XXGWA,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,No,Non-Senior,Loyal,0,0.0,Low Risk,3584.75,88.40000000000009
9617-INGJY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,Non-Senior,New Customer,0,0.0,High Risk,70.6,0.0
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.95,1126.75,No,Non-Senior,Loyal,0,0.0,Low Risk,1117.2,9.549999999999955
7234-KMNRQ,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,73.45,No,Non-Senior,New Customer,0,0.0,High Risk,76.0,-2.549999999999997
7636-PEPNS,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,No,Non-Senior,Loyal,0,0.0,Low Risk,2557.8,-144.75
4683-WYDOU,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,No,Non-Senior,Loyal,0,0.0,Low Risk,6671.2,241.5
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,No,Non-Senior,Established,0,0.0,Low Risk,1600.3,-18.34999999999991
6794-HKIAJ,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,No,Non-Senior,Loyal,0,0.0,Low Risk,5623.400000000001,-36.95000000000073
5578-NKCXI,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,No,Non-Senior,Loyal,0,0.0,Low Risk,5756.5,90.14999999999964
1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,No,Non-Senior,Loyal,0,0.0,Low Risk,6235.6,189.09999999999945
3096-WPXBT,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,Non-Senior,Loyal,0,0.0,Low Risk,6142.7,-124.05000000000018
8434-PNQZX,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,No,Non-Senior,Established,0,0.0,Low Risk,3294.9,78.5
5950-AAAGJ,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,No,Non-Senior,Early,0,0.0,Medium Risk,1517.3999999999999,20.500000000000227
4299-OPXEJ,Female,0,No,No,56,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,Non-Senior,Loyal,0,0.0,Low Risk,1094.8,-14.25
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes,Non-Senior,New Customer,1,88.95,High Risk,355.8,-0.6000000000000227
9618-LFJRU,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.45,82.85,No,Non-Senior,New Customer,0,0.0,High Risk,81.8,1.0499999999999972
6693-DJWTY,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No,Non-Senior,Established,0,0.0,Low Risk,1946.0,70.45000000000005
0744-GKNGE,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,No,Non-Senior,Loyal,0,0.0,Low Risk,5555.2,-227.94999999999982
6447-EGDIV,Female,0,No,No,31,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.95,683.25,No,Non-Senior,Established,0,0.0,Low Risk,649.4499999999999,33.80000000000007
1167-OYZJF,Female,1,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,Senior,Loyal,0,0.0,Low Risk,1343.3500000000001,-80.30000000000018
2108-YKQTY,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes,Non-Senior,New Customer,1,50.7,High Risk,202.8,-51.5
4806-DXQCE,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No,Senior,Loyal,0,0.0,Low Risk,7955.5,-240.85000000000036
4918-QLLIW,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,Yes,Non-Senior,New Customer,1,53.4,High Risk,160.2,28.5
7056-IMHCC,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,Yes,Senior,Loyal,1,101.9,Low Risk,5400.700000000001,148.6999999999989
4854-SSLTN,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,No,Non-Senior,New Customer,0,0.0,Low Risk,119.0,11.5
5294-DMSFH,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No,Non-Senior,Established,0,0.0,Low Risk,2546.2,75.55000000000018
4837-PZTIC,Female,0,No,No,47,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,No,Non-Senior,Established,0,0.0,Low Risk,1969.3,-94.04999999999995
1625-JAIIY,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,Yes,Non-Senior,Loyal,1,83.0,Low Risk,5644.0,41.80000000000018
0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,No,Non-Senior,New Customer,0,0.0,Medium Risk,838.1999999999999,-0.6999999999999318
3272-VUHPV,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,No,Non-Senior,New Customer,0,0.0,High Risk,450.4,-48.89999999999998
4176-FXYBO,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,No,Non-Senior,Loyal,0,0.0,Low Risk,5915.7,203.25
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,No,Non-Senior,Loyal,0,0.0,Low Risk,6358.35,122.54999999999927
8663-UPDGF,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,No,Non-Senior,Established,0,0.0,Low Risk,1807.0,-6.9500000000000455
6719-FGEDO,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,Non-Senior,Loyal,0,0.0,Low Risk,6984.0,120.19999999999982
1837-YQUCE,Female,0,No,No,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,Non-Senior,Loyal,0,0.0,Low Risk,4084.5,129.75
2947-DOMLJ,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,Yes,Non-Senior,New Customer,1,50.6,High Risk,50.6,0.0
4112-LUEIZ,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes,Non-Senior,New Customer,1,89.5,High Risk,895.0,-31.899999999999977
0369-ZGOVK,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,No,Non-Senior,Established,0,0.0,Low Risk,1971.2000000000003,20.999999999999773
4510-HIMLV,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,Non-Senior,New Customer,1,69.8,High Risk,69.8,0.0
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No,Non-Senior,Early,0,0.0,Medium Risk,1980.3,-31.950000000000045
8749-JMNKX,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Yes,Senior,Loyal,1,93.8,Low Risk,4783.8,-32.850000000000364
7872-BAAZR,Female,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9,No,Non-Senior,Loyal,0,0.0,Low Risk,1036.15,-28.250000000000114
9391-LMANN,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,No,Non-Senior,Loyal,0,0.0,Low Risk,5085.35,-48.45000000000073
2430-USGXP,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,Non-Senior,Early,1,101.05,Medium Risk,2425.2,-33.399999999999636
8174-TBVCF,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,Non-Senior,Loyal,0,0.0,Low Risk,6636.0,223.05000000000018
1698-XFZCI,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,No,Non-Senior,Loyal,0,0.0,Low Risk,6572.75,-50.850000000000364
1877-HKBQX,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,No,Non-Senior,New Customer,0,0.0,Low Risk,600.6,17.25
4450-DLLMH,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,No,Non-Senior,New Customer,0,0.0,High Risk,142.6,15.150000000000006
0428-AXXLJ,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.5,516.3,No,Non-Senior,Established,0,0.0,Low Risk,487.5,28.799999999999955
2746-DIJLO,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,No,Non-Senior,Established,0,0.0,Low Risk,2308.2999999999997,55.70000000000027
5955-ERIHD,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,Non-Senior,Early,1,94.7,Medium Risk,1704.6000000000001,-16.65000000000009
0917-EZOLA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,Yes,Senior,Loyal,1,104.15,Low Risk,7498.8,191.14999999999964
3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,No,Non-Senior,Loyal,0,0.0,Low Risk,6429.05,-190.0
4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No,Non-Senior,Established,0,0.0,Low Risk,2067.2,-25.149999999999864
0468-YRPXN,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,No,Non-Senior,Established,0,0.0,Low Risk,2865.2,-58.09999999999991
5996-NRVXR,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,Senior,Established,0,0.0,Low Risk,3926.0,190.80000000000018
3739-YBWAB,Male,0,Yes,No,36,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,No,Non-Senior,Established,0,0.0,Low Risk,1272.6000000000001,45.34999999999991
7047-FWEYA,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,Non-Senior,Established,0,0.0,Low Risk,4744.900000000001,-150.2500000000009
2000-MPKCA,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,No,Non-Senior,Loyal,0,0.0,Low Risk,6249.5,83.25
9762-YAQAA,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,No,Non-Senior,Established,0,0.0,Low Risk,3174.6000000000004,39.149999999999636
5949-EBSQK,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,Yes,Non-Senior,New Customer,1,61.45,High Risk,245.8,-16.25
5473-KHBPS,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,No,Non-Senior,Loyal,0,0.0,Low Risk,4976.400000000001,-0.2500000000009095
0100-DUVFC,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,No,Senior,Loyal,0,0.0,Low Risk,7336.0,-27.050000000000182
5397-TUPSH,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,No,Senior,Loyal,0,0.0,Low Risk,4611.75,-56.55000000000018
8950-MTZNV,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,No,Non-Senior,New Customer,0,0.0,High Risk,44.95,0.0
0326-VDYXE,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,No,Non-Senior,Loyal,0,0.0,Low Risk,6835.5,147.0
6773-LQTVT,Female,1,Yes,Yes,29,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,Senior,Established,0,0.0,Low Risk,1033.85,-8.699999999999818
7274-RTAPZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,Non-Senior,New Customer,1,90.55,High Risk,90.55,0.0
0436-TWFFZ,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,No,Non-Senior,Loyal,0,0.0,Low Risk,5711.75,2.449999999999818
8566-YPRGL,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,No,Non-Senior,New Customer,0,0.0,High Risk,19.5,0.0
0311-UNPFF,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,Non-Senior,Established,1,88.8,Low Risk,2308.7999999999997,-34.44999999999982
6609-MXJHJ,Female,0,Yes,Yes,30,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.1,789.55,No,Non-Senior,Established,0,0.0,Low Risk,753.0,36.549999999999955
2669-OIDSD,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,No,Non-Senior,Established,0,0.0,Low Risk,4802.4,31.600000000000364
8400-WZICQ,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,No,Non-Senior,Loyal,0,0.0,Low Risk,3063.5,68.30000000000018
3834-XUIFC,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Yes,Non-Senior,New Customer,1,85.2,High Risk,596.4,6.149999999999977
9576-SYUHJ,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,No,Non-Senior,Established,0,0.0,Low Risk,3372.55,-3.300000000000182
0410-IPFTY,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,No,Non-Senior,Established,0,0.0,Low Risk,2599.35,74.80000000000018
2831-EBWRN,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,No,Non-Senior,New Customer,0,0.0,High Risk,183.6,16.150000000000006
9430-NKQLY,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.1,1790.8,No,Non-Senior,Loyal,0,0.0,Low Risk,1807.2,-16.40000000000009
8414-MYSHR,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,Yes,Senior,New Customer,1,91.4,High Risk,457.0,-7.25
0247-SLUJI,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,19.7,No,Non-Senior,New Customer,0,0.0,High Risk,19.7,0.0
9402-ORRAH,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,No,Senior,Early,0,0.0,Medium Risk,1372.5,27.799999999999955
6483-OATDN,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,No,Non-Senior,New Customer,0,0.0,High Risk,410.4,1.2000000000000455
1293-HHSHJ,Female,0,No,No,35,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,21.1,741.0,No,Non-Senior,Established,0,0.0,Low Risk,738.5,2.5
4840-ORQXB,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,No,Senior,Loyal,0,0.0,Low Risk,5866.0,-24.649999999999636
7599-FKVXZ,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,Yes,Non-Senior,Established,1,106.15,Low Risk,4458.3,54.399999999999636
3982-DQLUS,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,No,Senior,Loyal,0,0.0,Low Risk,5573.75,114.69999999999982
8610-ZIKJJ,Female,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.3,31.9,No,Non-Senior,New Customer,0,0.0,Low Risk,40.6,-8.700000000000003
3756-VNWDH,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,No,Senior,Loyal,0,0.0,Low Risk,6548.75,125.89999999999964
7801-KICAO,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No,Non-Senior,Early,0,0.0,Medium Risk,1334.7,11.049999999999955
7673-LPRNY,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,Non-Senior,Early,0,0.0,Low Risk,1806.6499999999999,36.40000000000009
8229-TNIQA,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,Yes,Non-Senior,New Customer,1,45.3,High Risk,181.2,15.75
6060-QBMGV,Male,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,1433.8,No,Non-Senior,Loyal,0,0.0,Low Risk,1389.5,44.299999999999955
7339-POGZN,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,No,Non-Senior,New Customer,0,0.0,High Risk,202.8,11.75
2828-SLQPF,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,No,Non-Senior,Early,0,0.0,Medium Risk,855.0,10.850000000000023
4465-VDKIQ,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No,Non-Senior,Early,0,0.0,Medium Risk,1400.3999999999999,-41.799999999999955
2921-XWDJH,Female,1,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No,Senior,Established,0,0.0,Low Risk,3171.1,-23.949999999999818
6221-AVQYL,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Yes,Non-Senior,New Customer,1,73.25,High Risk,146.5,-15.449999999999989
2558-BUOZZ,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No,Non-Senior,Established,0,0.0,Low Risk,4455.599999999999,80.25000000000091
9257-AZMTZ,Female,0,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1078.75,No,Non-Senior,Loyal,0,0.0,Low Risk,1045.2,33.549999999999955
0003-MKNFE,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,Non-Senior,New Customer,0,0.0,High Risk,539.1,3.2999999999999545
0975-UYDTX,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No,Non-Senior,Established,0,0.0,Low Risk,2342.6,-30.049999999999727
7743-EXURX,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Yes,Non-Senior,New Customer,1,51.05,High Risk,408.4,6.650000000000034
4682-BLBUC,Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,Non-Senior,Established,0,0.0,Low Risk,3121.8,128.64999999999964
0975-VOOVL,Female,0,No,No,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,No,Non-Senior,New Customer,0,0.0,High Risk,87.6,10.900000000000006
5968-VXZLG,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No,Non-Senior,New Customer,0,0.0,High Risk,93.2,-5.299999999999997
5569-KGJHX,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,Non-Senior,New Customer,1,85.35,High Risk,768.15,-13.5
